 ;comment_text;Rhetoric;Main targeted group;Secondary targeted group;Pejorative framing of communism;Vulgar language
ČT;Česka prolhaná média a pražští novináři a slepenci v čele s ODS s toho budou pr……;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;🇨🇿🇨🇿🇨🇿;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Volím babise;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;No tak jsi kosočtverec😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;🙏☘️🇨🇿🇨🇿🇨🇿👏👏👏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jste nejlepší ❤️Fandím vám👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš na hrad;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Paráda Babiš na hrad.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Závistivci😃😃😃Hodně štěstí ☘️☘️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pro Pekarovou nemám slov protože bych urážel zvířata. Její prošlo k rozsudku byl od ní sprostý a to vede parlament měl by to vést rozumný člověk a ne toto zvíře.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;To se dalo čekat  že se s toho zase  dostanete jako vždy;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Je to ta nejhorší zpráva pro Českou republku za poslední roky.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Gratuluji;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;👏👏👏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ne tohle není dobrá zpráva pro nikoho z nás,!!!Andreji jdi do ...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hnus;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Gratuluji 🍀;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dobrá zpráva pro čr Lhát se vyplatí;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikdo tu není zvědavy na vaše výblitky.Odtahněte si povoz i milion chvílek.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš na hrad;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jediný kandidát na hrad🇨🇿🇨🇿🇨🇿;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pravda zvítězila;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ta demokratická nenávist liberálů 😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Koho se bojí do toho jebou;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Co čekali Babiš na Hrad;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Super👍👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;comment_text;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Teď budou všichni vlaječkáři a vlastizrádci z řad 5 💩 útočit na tohoto soudce 🤷🏻‍♀️.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;On je na speedu? Tomu drmolení je rozumět ještě hůř než Burešově hatlatmatilce. Měl k tomu rozsudku vydat ještě SRT soubor s titulkama.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roland Key Nebreč, hošánku;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roland Key Nech se léčit!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pan soudce má minimálně 2x větší IQ, než Vy, není se divu, že Vaše kapacita není hodna.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roland Key Normálně mu rozumím. Problém je na Vaší straně.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roland Key překvapuje  mě, že  člověk  který  umí číst a psát  má takové myšlení...😜👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Je to uměle lžeš jako Fiala ty by jsi asi řekl pravdu nesvaděj to na policajty ty by se Babišovi na ptči hnizdo vykašlali maji jine starosti lhaři neumite se ani jeden přiznat;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Alžběta Halaszová  moc šanty kočičí? Soud neřekl, že to nebyla levá, ale vycházeli z toho, že sz napsal marnou obžalobu. Policie potvrdila podvod, EU potvrdila podvod, ale státní zástupce je koště. Víc v tom není;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kolik jste za ten rozsudek dostaly?😡😡😡 Aby byl nevinný  Teď už se můžou radovat i ty co jsou takový špíny jako vy;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;špína seš ty;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zametejte hlavně Před vaším prahem a běžte do dřívějších dob ODS a TOP tam se najde marasu, to by soudci měli žně,chytráku už nevíte co vyplivnout 😡;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš není opozice. Jeho voliči dávají svůj hlas stejnému politickému směru, který reprezentuje pětikoalice. Pouze si konkurují v boji o moc, ale ideově stojí na stejné straně.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tentokrat asi nebude Andrej Babis mumlat, ze to je cele na objednavku a cela justice je podplacena...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Toto teď tvrdí vlaječkáři a vlastizrádci z řad 5 💩. 🥃🍷🍾🥂🍹😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Balogh to bude určitě kampaň 🤔❓😁🤣 Všechno je to jedna velká fraška ... Úmysl z jeho strany tam určitě byl už jen z toho důvodu , že úmyslně prokazoval svoji firmu jako malou a střední firmu , která si dělala nárok na tuto dotaci 🤔😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Toto teď tvrdí vlaječkáři a vlastizrádci z řad 5 💩. 🥃🍷🍾🥂🍹😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tohle je opravdu jedna veliká fraška jaké Media a vlastně soudci policie manipulují s lidmi a chtějí nám ukázat že tady máme spravedlnost v české zemi Jenže ono je to úplně jinak Já si pamatuji jak před dvěma lety odsoudili člověka za dva rohlíky dostal rok a půl ukradl dva rohlíky a oni ho odsoudili všichni víme že kauza dozimetr miliardy krádeže všichni Na Svobodě Brno kšeftování s byty náměstek se stal náměstkem ministra Rakušan který nakoupil za 100 milionů vyprošťovací techniku je vyšetřován pro zpronevěru a všichni tihle lidé když jdou k soudu tak jim všechno vždycky projde Není to trošku divné;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Josef Crhák myslím, že fraška je celý čapí hnízdo, Babiš má pravdu, že je to politický ""proces"", to bezpochyby..15 let starý dotační sotva podvůdek, který dělá každý v oboru, a Síkela to dokonce veřejně firmám sám radil nedávno, ať se tváří jako malé a střední🤷..navíc Babiš peníze vrátil, a 15 let ho kvůli takové blbosti vláčí bahnem..!?..kdyby raději řešili vakcíny, nebo nynější vlastizrádnou, likvidační politiku vlády..";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Josef Crhák myslím, že fraška je celý čapí hnízdo, Babiš má pravdu, že je to politický ""proces"", to bezpochyby..15 let starý dotační sotva podvůdek, který dělá každý v oboru, a Síkela to dokonce veřejně firmám sám radil nedávno, ať se tváří jako malé a střední🤷..navíc Babiš peníze vrátil, a 15 let ho kvůli takové blbosti vláčí bahnem..!?..kdyby raději řešili vakcíny, nebo nynější vlastizrádnou, likvidační politiku vlády..";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Alžběta Halaszová  moc šanty kočičí? Soud neřekl, že to nebyla levá, ale vycházeli z toho, že sz napsal marnou obžalobu. Policie potvrdila podvod, EU potvrdila podvod, ale státní zástupce je koště. Víc v tom není;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;agrofert koupil za peníze vytunelované ze setuzy za cenu tolik kolik měl agrofert v pokladně, mrázka, korunové dluhopisy, soud nemůže dělat zázraky, takové zákony jsou na míru lidem jako je babiš;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nenávidím Vás 🤮 stěhuju se kvůli Vám m***y zlatý Kom++((ti))))) jste mr++Y💩💩💩💩💩;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vždyť on je tady kmotr mafian, normálního člověka by odsoudily na roky, řekli by že soud nabyl přesvědčení, tady ne protože si vzaly penize;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Bulis Janek  Bežte doktorovi a přesně takhle mu to řekněte, pomůže vám.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tibor Dino ja nepotřebuji pomoc ,skuste  tam zajít vy třeba Vám dá silnější tabletky aby ste to vydel  lip🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Podle sebe soudím tebe;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jasný a víte to na 100% protože jste u toho byl a ještě jste to přepočítával že?!?!?!? Víte co to je falešné obvinění, tak aby jste se nedivil až si někdo přečte váš příspěvek a přijde vám obsílka. Protože vy příznivci 5tikolky nepříjmete jiný rozsudek než vinen. Což je ubohý. Nepřeju nikomu nic zlého, ale taky by se mohlo stát, že tu budete stát vy a bude tady na druhé straně někdo jako vy a nepřijme žádnou jinou odpověď rozsudku než vinen!!  Hezký večer;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kolik dali tomu soudci 💵💵💵💵💵💵💸💸💸💸💰💰💰💰💶💶💶💶😂😂😂😂😂🤮🤮🤮🤮🤮🤮🤮🤮;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roman Ševčík určitě pěkný balík;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Daniela Horáčková jste duševně fakt ubohá 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Orchidej Veselá  a ty z Orlové, to mluví za vše 😂😂😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivo Kochwasser  jestli jste z oboru tak tomu rozumim 😂😂😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roman Ševčík já si myslím, že je úplně jedno odkud kdo pochází,ale důležité je to co z něj padá a z Vás to jsou sama 💩💩;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Orchidej Veselá   To je to co mas prave v hlave , misto mozku z 💩 kostku 😂😂😂😂😂 Jdi domu tyyyyyy 😂😂😂😂😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Snad si to soudce precte a srovna to s vami..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Komentář je moc krátký Vysílající se rozhodl použít tohle nastavení. Komentář ke streamu musí mít minimálně 100 znaků. Víc se o moderování komentářů dozvíte v Centru nápovědy.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Balogh to bude určitě kampaň 🤔❓😁🤣 Všechno je to jedna velká fraška ... Úmysl z jeho strany tam určitě byl už jen z toho důvodu , že úmyslně prokazoval svoji firmu jako malou a střední firmu , která si dělala nárok na tuto dotaci 🤔😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ted se mu budou muset všichni omlouvat. Budou stát frontu  Rakušan Pekarová  Fiala a za nimi jejich voliči. 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Bongilaj až do včera byl obžalovaný. Vy nebo já už za podobnou kauzu sedíme natvrdo.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikdo se nebude omlouvat byl trestně stíhaný, Babiše vyšetšuji kvůli daňovým unikum ve Francii , Evropská komise a Olaf konstatovala jasně střet zájmů těch 50 000 na čapí hnízdo  vracel, každému je jasné ,že Babiš jednal na hraně zákona ..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Stěpánková trošku málo nul;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tak určitě málo nul , když připočítáte to co má vrátit daňovým poplatníkům tak se čísla změní, teď záleží na tom zda ta stát po Agrofertu vymůže ..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Stěpánková Francie takové toky  peněz prověřuje protože to šlo  netransparentně např. s offshore. Je to v rámci boje s financováním terorismu. Babišova transakce vzbudila jejich pozornost protože ty peníze neposlal standardně. A žádná hrana zákona není buď porušíte zákon nebo ne.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Bongilaj . Nesdílím váš názor, já si velice dobře pamatuji rozporuplné vyjádření Andreje Babiše na téma daňových rájů a obcházení zákonu jak někteří uvedli - sdílím stejný názor morálka se nedá trestat a pro mě Babiš skončil , už dávno jako politik i podnikatel, který neumí bez dotací podnikat, Babiš nic jiného neumí jen hájit své ekonomické zájmy a to mi nikdo nevymluví , že je tomu jinak .;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Stěpánková jedna paní povídala a nic o tom nevěděla prostě pavlačová drbna;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ivo Kochwasser . Buďte tak laskav  nechte si svoje sektářské názory ....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Stěpánková Dle mého názoru dotace z EU mají být jen pro stát na infrastrukturu. Soukromé osoby nebo firmy by dotace vůbec neměli dostávat. To deformuje trh.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Bongilaj . Něco na tom je , protože naše firmy, už nedovedou bez dotací podnikat, v mnoha případech dotace  křiví poníkalské prostředí, chápala bych kdyby peníze dávali na inovaci , ale všichni víme jak to dopadá   .;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nevíš vůbec co plácáš;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Bongilaj  neni se za co omlouvat soudce rekle ze neni 100% zrejme jestli capak mel na dotaci narok a nebo nemel ale jen jestli byly informace v zadosti pravdive ci nikoliv … a jelikoz stb Andrej Babiš dotaci radeji vratil tak si myslim ze svedomi ciste uplne nema proc by ji jinak vracel 😁😁😁;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Bongilaj takze za me je to stale podvodnik a zlodej 😁😁😁;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;a stále mi příspěvek blokují a píší, že musí mít nejméně 100 znaků.!!tohle je největší reklama před volbami pro zmetka !!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;František Bongilaj až do včera byl obžalovaný. Vy nebo já už za podobnou kauzu sedíme natvrdo.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nikdo se nebude omlouvat byl trestně stíhaný, Babiše vyšetšuji kvůli daňovým unikum ve Francii , Evropská komise a Olaf konstatovala jasně střet zájmů těch 50 000 na čapí hnízdo  vracel, každému je jasné ,že Babiš jednal na hraně zákona ..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pravda je jen jedna. Do očí bijící kampaň a reklama před volbami stejně neobhájí křivárny samotného porušeného Babiše;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Bohuslava Syková Paní nejste vy nějaká porušená?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zdenek Valina Hobe řekla bych,že kapanek ano😃😃😃;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Bohuslava Syková ¨Nebreč, holčičko!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Už se těším na kauzu korupční strany Stan Vít Rakušan už je čas ⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳⏳.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Adrýsek Art já také;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Komedie, pravo neni moralka, moralka se nesoudi, tudiz precedens je jasny a pojdme obchazet vsechna pravidla.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Moravec právo je minimum morálky. Šle společnost musí dat jasné najevo, ze je soudcem morálky.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan MoravecVidíte to stejně i u Nečase a Nagyové?? A co Dozimetr...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jan Moravec  Ty jsi nesledoval video celé???  Jsi nekdo víc než soudce?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tvl to je výsměch českému národu. Tak a teď si počkám až jej zvolí ještě prezidentem a je vše tak jak má být. Když výsměch tak pořádnej.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jo, vy ho budete na zakladě tohoto volit ?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Výsměchem českému národu je samotná skutečnost,že ve vládě jsou ti stejní co byli ve vládách ODS aTOP a ti udělali daleko větší Maras, ale vše je důkladně zameteno 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tony Kalandra jsi normální? V životě bych mu nedal svůj hlas to si raději uřežu jazyk.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
